,repetition_number,weight_index,weight_tuple,num_iterations,normalised_speed_reward,normalised_energy_reward,raw_speed_reward,raw_energy_reward
1242,2,62,"[0.9539655068039017, 0.046034493196098286]",10,0.7905655890109016,0.5485787060513967,7.905655890109015,5.4857870605139665
1243,3,62,"[0.9539655068039017, 0.046034493196098286]",21,0.7901059139038832,0.638080612757331,16.592224191981547,13.39969286790395
1244,4,62,"[0.9539655068039017, 0.046034493196098286]",9,0.8277076305311584,0.5230162909811163,7.449368674780425,4.7071466188300475
1245,5,62,"[0.9539655068039017, 0.046034493196098286]",7,0.8468259879688692,0.4654844374716759,5.927781915782084,3.2583910623017314
1246,6,62,"[0.9539655068039017, 0.046034493196098286]",17,0.8921103986618343,0.5036903733037104,15.165876777251183,8.562736346163076
1247,7,62,"[0.9539655068039017, 0.046034493196098286]",9,0.8277076305311584,0.5230162909811163,7.449368674780425,4.7071466188300475
1248,8,62,"[0.9539655068039017, 0.046034493196098286]",17,0.8797015315245433,0.5752813285263924,14.954926035917236,9.77978258494867
1249,9,62,"[0.9539655068039017, 0.046034493196098286]",5,0.7820558775298688,0.4058823162949222,3.9102793876493442,2.029411581474611
1250,10,62,"[0.9539655068039017, 0.046034493196098286]",13,0.8807206634768063,0.5487421014883567,11.449368625198483,7.133647319348637
1251,11,62,"[0.9539655068039017, 0.046034493196098286]",14,0.8539232882808656,0.5685647720465431,11.954926035932118,7.959906808651604
1252,12,62,"[0.9539655068039017, 0.046034493196098286]",9,0.8789175195577371,0.49508511843194886,7.910257676019634,4.4557660658875395
1253,13,62,"[0.9539655068039017, 0.046034493196098286]",5,0.4908231515208583,0.5534962791539455,2.4541157576042916,2.7674813957697273
1254,14,62,"[0.9539655068039017, 0.046034493196098286]",15,0.8648784383051644,0.5721603388824248,12.973176574577467,8.582405083236372
1255,15,62,"[0.9539655068039017, 0.046034493196098286]",22,0.8838457048909951,0.5916668224352308,19.444605507601892,13.016670093575078
1256,16,62,"[0.9539655068039017, 0.046034493196098286]",14,0.6081000247902738,0.6275477146067924,8.513400347063833,8.785668004495093
1257,17,62,"[0.9539655068039017, 0.046034493196098286]",12,0.8295771697314406,0.5622213580631799,9.954926036777287,6.746656296758158
1258,18,62,"[0.9539655068039017, 0.046034493196098286]",9,0.8277076305311584,0.5230162909811163,7.449368674780425,4.7071466188300475
1259,19,62,"[0.9539655068039017, 0.046034493196098286]",5,0.3986031427946758,0.6546583850931678,1.9930157139733788,3.273291925465839
1260,0,63,"[0.9693144153446517, 0.030685584655348406]",19,0.8923645282061684,0.5785806896077258,16.9549260359172,10.99303310254679
1261,1,63,"[0.9693144153446517, 0.030685584655348406]",15,0.9285187692770653,0.5407593726979815,13.92778153915598,8.111390590469721
1262,2,63,"[0.9693144153446517, 0.030685584655348406]",16,0.9009982156512759,0.5576110664937295,14.415971450420415,8.921777063899672
